Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
AXTEL/CPO,AXTEL SAB DE CV,3.15,0.96153846,0.03,2215231,6977977.65,429001724.8,,,4237,Communications,-40.11406844,Mexico,1.37527517,4.60610323,,,,186245487.9,5.89942,1098739849,0,15716901.14,49.20119366,272858574.1,64964379.48,Major Telecommunications,554577241.8,31.85606556,565078256,-38794961.46,-6.99541174,5.66844322,3.11833899,3.81898,,0.785744,0.785744,1.35093005,-3.64822773,-25.03459082,-4.89423088,130889.1295,2803110000,972596357.6,235020946,643652390.3,832857329.3,832857329.3,554577241.8,2803110000
ATSG,"Air Transport Services Group, Inc",31.375,-0.42843542,-0.135,2023180,63477272.5,2328001685,,3.3637,,Transportation,13.75997099,United States,1.12861808,1.03036653,,0,,518007000,6.81895,3566050000,-0.25388765,395974000,12.08332901,209559000,64947000,Airlines,1734282000,41.1070463,1293037000,231420000,13.20315843,12.08332901,1.79415543,1.64726,28.4133,1.4275141,1.40629494,0.97123126,7.12312463,21.02784642,9.09109858,,58159117.92,3267335000,352841000,1362533000,1944958000,1944958000,1734282000,74199300
CATO,Cato Corporation (The),17.5,-0.56818182,-0.1,361334,6323345,385435745,10.79215782,1.6373,7400,Retail Trade,49.82876712,United States,1.68777673,0.49807961,-7912000,0.33,3.8483305,50245000,,301601000,0.05681818,0,38.02544418,127243000,64815000,Apparel/Footwear Retail,575111000,62.12508764,-69160000,-45387000,4.62388204,4.98689312,1.6203086,1.43401,,0.49648726,0.69241018,1.26680881,5.87557692,13.13608457,9.23192655,77717.7027,18553160.58,587158000,361753000,134869000,398715000,316380000,575111000,22024852
SPSC,"SPS Commerce, Inc.",125.69,-3.20369657,-4.16,445236,55961712.84,4525470002,108.3616193,1.241,1901,Technology Services,30.00620604,United States,2.99317599,0.04240293,0,0,,79999000,62.5537,5049390000,-0.34655372,143663000,63.19417768,243472000,64729000,Packaged Software,385276000,55.06113288,-236776000,44597000,11.5753382,14.29754254,9.73291553,10.5851,58.1302,12.61589134,12.55711796,2.99317599,7.8082542,9.85590842,9.47785412,202670.1736,35555693.61,615846000,307914000,20534000,131587000,131587000,385276000,36005000
TR,"Tootsie Roll Industries, Inc.",35.445,5.02222222,1.695,432533,15331132.19,2311976579,38.55908428,0.8911,2000,Consumer Non-Durables,10.38617253,United States,3.35510454,0.02062703,-23810000,0.3469696,1.0477298,74815000,23.1388,1945970000,-0.08888889,73237000,34.97412152,170608000,64571000,Food: Specialty/Candy,471063000,51.10093342,-130336000,58995000,11.33048469,10.83567167,3.05964527,2.69577,59.988,4.34537204,4.99702235,2.17746759,6.52224268,8.52614481,8.40857926,235531.5,14595513,1018618000,268301000,15858000,221458000,249821000,471063000,67136800
FVRR,Fiverr International Ltd.,73.99,-6.23495121,-4.92,2073485,153417155.1,2722612279,,-1.7862,787,Technology Services,-67.24656928,Israel,2.47676731,1.11824383,0,0,,-38464000,,4230620000,-0.70966924,77270000,82.62357976,245974000,64542000,Data Processing Services,297662000,29.00941752,61628000,-65012000,-21.84087992,-15.23204171,8.29188627,12.0499,112.455,9.63776928,9.45072026,2.47676731,-7.25267909,-18.7822399,-9.01147157,378223.6341,30318005.02,931570000,468218000,387883000,584702000,584702000,297662000,36797000
MEI,"Methode Electronics, Inc.",43.99,-3.61524978,-1.65,460286,20247981.14,1639459220,14.51628429,3.1528,7200,Electronic Technology,8.3764474,United States,3.09480269,0.2675367,-17400000,0.44,1.2378426,196900000,8.93948,1670960000,-0.32865907,235000000,23.00779925,296700000,64400000,Electronic Components,1088000000,57.14406503,68800000,122300000,10.13903018,12.22448288,1.88737967,1.71073,12.5171,1.46056841,1.59280917,2.37776708,8.19178082,13.5072562,10.19173413,151111.1111,35539846.65,1430700000,643100000,246000000,549000000,511200000,1088000000,37268900
BCPC,Balchem Corporation,138.26,-0.05782854,-0.08,346496,47906536.96,4477081755,47.10381399,2.9807,1317,Process Industries,13.59789664,United States,2.24080333,0.13459747,-18723000,0.64,0.46186042,173708000,31.7562,5531230000,-0.62165679,523949000,30.43391742,243174000,64066000,Chemicals: Specialty,799023000,74.73979031,14805000,96104000,12.02768881,16.01330625,5.10143037,6.20698,52.7927,5.67426949,5.66611855,1.60758543,8.04608094,11.27155698,9.65588404,606699.3166,32089874.17,1210015000,322232000,118044000,333000000,333000000,799023000,32381600
AVID,"Avid Technology, Inc.",31.97,1.62110617,0.51,1506204,48153341.88,1439352907,44.81512371,0.7378,1362,Technology Services,69.87247609,United States,0.92479416,-1.60376872,0,0,,48265000,18.4337,1493250000,-0.54036872,32643000,61.81876153,219815000,63901000,Packaged Software,360466000,71.21355888,139752000,11062000,8.41614349,10.05969417,,,21.0322,3.78772947,4.01387848,0.83130997,14.29296644,,52.0051015,264659.3245,41027197.94,274000000,182522000,198986000,438062000,398074000,360466000,45022000
TWKS,"Thoughtworks Holding, Inc.",21.025,-8.02712161,-1.835,1924913,40471295.83,6415085498,,-0.2841,,Commercial Services,-28.46206193,United States,3.76080984,0.71211914,-315003000,,,46944000,189.382,,-1.00612423,346831000,33.91791167,362903000,63812000,Miscellaneous Commercial Services,1069945000,,136321000,-23623000,-2.2078705,1.93000575,9.17774945,,,6.07708422,5.06431289,,-1.59648682,-3.1164846,-1.92953044,,79152203.15,1484150000,678939000,504530000,775659000,775659000,1069945000,305132181
BOWL,Bowlero Corp.,10.005,-0.04995005,-0.005,576973,5772614.865,1654507800,,-0.2001,,Consumer Services,3.1443299,United States,1.2983564,6.72393338,0,,,-1260850,,2859120000,-0.4995005,739011000,,0,63807000,Movies/Entertainment,0,,1145919000,-5000,,,16064.51613,,,,,1.21231131,,,,,90817095.44,1841210000,156883000,1261578000,27500,1653585000,0,165368203
SJW,SJW Group,65.64,0.64397424,0.42,201573,13231251.72,1981103647,32.23287536,2.0297,751,Utilities,6.95779697,United States,0.65963664,1.54181509,-40137000,1.36,2.2079117,200889000,12.7863,3783380000,0.21465808,640471000,43.50637805,158297000,63769000,Water Utilities,573686000,53.48094696,1582918000,60478000,10.54200381,18.45539197,1.90274638,2.13556,,3.41751136,3.38051035,0.65963664,1.73926798,6.19753556,2.5560237,763896.1385,27666171.55,3564195000,134085000,1595037000,2529676000,2529676000,573686000,30181300
HSII,"Heidrick & Struggles International, Inc.",41.66,-2.5497076,-1.09,448109,18668220.94,816183035.4,11.48550725,3.7181,1846,Commercial Services,16.01225285,United States,1.39404594,0.25283316,-12377000,0.6,1.4559574,121616000,2.81475,427495000,0,138524000,23.02855602,232805000,63481000,Personnel Services,1008474000,60.91905417,-460268000,72572000,7.19621924,10.11984444,2.40273472,2.54966,3.51108,0.8295744,0.82937008,1.39404594,7.66089063,24.04551193,19.19734202,546302.2752,19323860.52,1106798000,745388000,84957000,770778000,770778000,1008474000,19591500
RGR,"Sturm, Ruger & Company, Inc.",73.97,2.15439856,1.56,530901,39270746.97,1301620524,8.44308587,8.8651,1912,Consumer Durables,13.52056476,United States,4.26322479,0.00474343,-59104000,3.36,4.7240915,229161000,4.30646,977630000,0.4695484,0,38.25685575,279557000,63432000,Recreational Products,730736000,31.09269583,-219290000,155899000,21.33448833,27.78140425,3.59517985,3.29131,14.3015,1.78918884,1.80558651,3.69454927,38.72555108,49.62091795,49.36949775,382184.1004,17180264.44,449392000,328733000,1725000,85731000,85731000,730736000,17596600
VERX,"Vertex, Inc.",13.3446,-4.20244078,-0.5854,186822,2493064.861,1985539607,,-0.004,1200,Technology Services,-53.74488735,United States,0.48233848,0.13289714,-146116000,0,,53382000,,2829910000,-0.86145011,274862000,59.67864434,198084000,63323000,Packaged Software,374665000,29.60433501,-17684000,-78937000,-0.1504465,2.41464217,8.85863847,12.7377,,4.88799988,5.33141916,0.48233848,-0.1071695,-0.28095724,-0.26460091,312220.8333,27206236.44,645844000,166742000,29797000,329442000,421633000,374665000,147980100
REVG,"REV Group, Inc.",13.75,1.70118343,0.23,499925,6873968.75,894039438,20.2526003,0.6913,6800,Consumer Durables,7.84313725,United States,1.74141876,0.45277564,-6600000,0.15,1.4673514,127600000,9.25119,1206840000,-1.40532544,157300000,11.81115591,281200000,62900000,Motor Vehicles,2380800000,44.68877814,221600000,44400000,1.86071909,4.01125672,1.69676991,1.88101,7.69214,0.37329244,0.37013411,0.63913043,3.47369246,8.9395621,5.62075747,350117.6471,35980856.15,1238300000,761000000,234900000,719500000,719500000,2380800000,65021100
IMAX,Imax Corporation,20.13,-2.65957447,-0.55,1456210,29313507.3,1180697775,,-0.3765,665,Consumer Durables,-2.80057943,Canada,1.73731521,0.55952525,0,0,,65280000,18.5918,1192300000,-0.67698259,39027000,50.97593798,129929000,62844000,Electronics/Appliances,254883000,67.21817981,51093000,-22329000,-8.76049011,3.60871459,3.37509513,2.93859,426.185,4.80771354,4.75312885,1.61007032,-2.37416647,-6.02207203,-3.51391821,383282.7068,48748707.91,883247000,367602000,240804000,452875000,452875000,254883000,58653600
GWRE,"Guidewire Software, Inc.",88.48,0.37436188,0.33,1521407,134614091.4,7371097147,,-1.1699,2942,Technology Services,-17.26975222,United States,5.18306762,0.31431283,0,0,,-93861000,,10079000000,0.0226886,372062000,47.27461087,359858000,62755000,Information Technology Services,743267000,41.8374251,-384945000,-66507000,-13.19896294,-19.07860303,4.81589941,6.99017,100.371,10.06611883,10.05604264,5.18306762,-4.32085155,-6.18020647,-4.78752368,252640.0408,83072171.46,2178347000,1058201000,470961000,829724000,679964000,743267000,83308100
GLNG,Golar LNG Limited,17.81,2.35632184,0.41,4843449,86261826.69,1958095377,,3.8071,,Transportation,69.13580247,Bermuda,0.70782858,1.10706323,-33136000,,,282858000,13.6171,3851700000,2.12643678,0,47.5278076,214714000,62666000,Marine Shipping,451765000,58.25297341,2063837000,412685000,-34.39044636,39.15885471,1.13487494,0.775143,,4.34462165,4.34462165,,-3.35467957,-10.2821734,-5.39502543,,96245747.21,4948295000,925597000,2409801000,2771544000,2771544000,451765000,109944000
EVBG,"Everbridge, Inc.",37.24,-5.76923077,-2.28,5158834,192114978.2,1468308272,,-2.5046,1952,Technology Services,-73.60737066,United States,2.10074261,1.48563506,0,0,,-27781000,,2821960000,-2.17611336,531163000,60.40636968,222557000,62663000,Packaged Software,368433000,39.60963246,195472000,-94796000,-25.72950849,-21.97115894,3.23332005,5.73195,149.144,4.0212757,3.91340319,2.10074261,-7.7702945,-26.51658615,-10.23751386,188746.4139,38807028.28,1479015000,639319000,687387000,1016326000,1016326000,368433000,39428300
RDWR,Radware Ltd.,35.305,2.60098808,0.895,832216,29381385.88,1637689215,222.9956495,0.1706,,Electronic Technology,40.3777336,Israel,1.93612969,0.07419059,,,,28709000,59.468,1655190000,-0.55216507,41144000,81.69398526,234050000,62594000,Computer Communications,286496000,57.44279378,-260439000,7811000,2.7263906,6.46187032,,,30.0603,5.76147155,5.94916126,1.86610998,1.24168409,2.05971621,1.93901932,,40374601.12,634865000,320201000,27450000,264872000,264872000,286496000,46386900
HNGR,"Hanger, Inc.",19.26,6.29139073,1.14,484072,9323226.72,745526950.6,17.45883234,1.0833,5200,Health Services,-16.00523332,United States,1.40353608,6.12410707,0,0,,131290000,8.88654,1322650000,-3.42163355,363554000,20.03841183,224423000,62507000,Medical/Nursing Services,1120488000,40.67514118,613007000,41982000,3.74676034,8.81499846,6.56298141,6.37657,56.1561,0.6518448,0.65324215,1.01790966,4.0805377,52.10365627,6.06206753,215478.4615,36563021.01,1057184000,318329000,674699000,947013000,947013000,1120488000,38708600
ESTE,"Earthstone Energy, Inc.",13.1,0.76923077,0.1,2653703,34763509.3,1150464639,,-0.4062,61,Energy Minerals,63.54556804,United States,0.32323903,0.29516872,0,0,,215778000,9.60186,1223050000,1.92307692,0,48.2542539,8962000,62498000,Integrated Oil,144523000,65.28466147,279938000,-13547000,-4.08482815,37.42563288,1.20183848,0.949289,3.68273,2.30346199,2.82718182,0.32323903,-1.0384314,-3.02819543,-2.03426696,2369229.508,16867230.74,1424973000,50157000,280379000,189721000,475079000,144523000,53469700
ECOL,"US Ecology, Inc.",47.45,0.02107926,0.01,1427315,67726096.75,1483753319,280.8535863,0.1712,3600,Industrial Services,21.82284981,United States,1.9483775,1.28112486,0,,,146522000,11.5128,1733960000,-0.35834739,413126000,23.59086681,233078000,62498000,Environmental Services,988001000,69.57086886,732350000,5337000,0.54018164,3.61801253,2.39144853,1.61213,21.4591,1.50383392,1.5045053,1.9483775,0.29350938,0.87045517,0.37623999,274444.7222,30889371.61,1805398000,364218000,799837000,1181074000,1181074000,988001000,31269800
ARKO,ARKO Corp.,8.45,1.19760479,0.1,1512554,12781081.3,1052940423,21.83641975,0.4296,11236,Retail Trade,-9.23737916,United States,1.67376614,5.88327452,-5892000,0,0.94228506,242812000,7.46493,2945480000,-0.11976048,197648000,3.64393282,270285000,62486000,Food Retail,7417398000,67.2882848,1749423000,59198000,0.79809658,1.96319518,4.16801673,4.30548,,0.14302198,0.14240275,1.06982768,2.08367212,17.6318862,2.59459981,660145.7814,70529249.47,2942275000,683623000,2080773000,2588599000,2588599000,7417398000,124608000
RMNI,"Rimini Street, Inc.",5.8477,29.08830022,1.3177,4209136,24613764.59,508381497.5,,-0.2999,1420,Technology Services,-42.33037475,United States,0.71285862,-0.63909493,-15781000,0,,40696000,10.3689,830644000,-0.88300221,0,62.70004601,200569000,62266000,Information Technology Services,326780000,49.47602209,-1080000,12980000,2.43016814,10.58794035,,,12.7039,1.07564396,0.98744241,0.71285862,3.69821462,,,230126.7606,45864918.4,256729000,196739000,102360000,354993000,416893000,326780000,86937000
PROC,"Procaps Group, S.A.",9.55,5.292172,0.48,86613,827154.15,1077470951,,-1.049,,Health Technology,-4.4044044,Colombia,1.13051993,6.0224487,0,0,,47550000,,1270410000,-1.54355017,0,56.51504559,0,62252000,Pharmaceuticals: Major,0,28.64136562,118453000,500467,-19.33439758,12.07354364,1.10022697,32.7395,,3.54560012,,0.85235612,-16.41184102,-46.09741063,-32.25702264,,23495485.18,464748000,312868000,218645000,144541,428443000,0,112824000
ESE,ESCO Technologies Inc.,71.45,2.70231422,1.88,317821,22708310.45,1857179595,29.58980321,2.4226,2822,Electronic Technology,-31.32449058,United States,1.82342764,0.24735023,-8336000,0.32,0.44899678,125930000,17.3002,2547930000,-0.07187006,509268000,34.8912975,249566000,62238000,Aerospace & Defense,715440000,52.89995093,195414000,63496000,8.63925446,11.18659705,1.82152156,2.30325,22.9213,2.55040935,2.61245632,1.20275394,4.22465962,6.32741083,5.49269984,253522.3246,25583808.84,1604216000,484802000,251129000,557649000,588939000,715440000,25992700
ACTINVR/B,CORP ACTINVER SAB DE CV,11.97,-2.99837925,-0.37,73661,881722.17,309576382.3,7.37114354,0.07907094,,Finance,26,Mexico,,0.52223727,-5258227.704,,2.9239767,67181217.66,,,-2.99837925,0,52.97124839,253056616.8,62229060.61,Investment Banks/Brokers,477724472.2,78.8787493,-107730081.9,42224655.91,8.83870481,12.16106252,,,,,,,0.91518696,12.66151659,7.76724596,,491280000,4431775116,,178760783.9,4089477096,4089477096,477724472.2,534000000
GTE,Gran Tierra Energy Inc.,1.3899,-0.72142857,-0.0101,29762334,41366668.03,510294138.7,13.0962706,0.1157,,Energy Minerals,83.4125099,Canada,0.44652107,2.17720802,0,0,,293813000,3.08511,910961000,0,0,40.15055243,190202000,62138000,Oil & Gas Production,473722000,76.37783354,631190000,42482000,8.9677068,32.4956409,1.8352415,0.925034,2.94864,1.17169652,1.17260507,0.44652107,3.55368102,15.19618539,4.42224175,,358254342.3,1189111000,101801000,657691000,887031000,887031000,473722000,367144000
PYCR,"Paycor HCM, Inc.",26.76,-4.66690417,-1.31,1560664,41763368.64,4680404277,,-0.7476,290,Technology Services,2.72552783,United States,1.08283107,0,0,0,,30836000,,4914240000,0.28500178,750397000,50.68981965,115180000,61985000,Packaged Software,352777000,,-111087000,-96920000,-33.98166563,-34.53842164,7.93034888,3.88936,,12.73041719,13.84454566,1.08283107,,,,1216472.414,46707321.44,2372352000,1085850000,0,883891000,1080282000,352777000,174903000
WETF,"WisdomTree Investments, Inc.",5.305,-5.77264654,-0.325,2437004,12928306.22,777640308.9,20.09516837,0.3066,241,Finance,-10.38851351,United States,,0.79394666,-19459000,0.12,2.1857924,93674000,12.7791,1289160000,-0.35523979,85856000,76.57350838,235542000,61883000,Investment Managers,304318000,47.30214982,178452000,44251000,14.38190563,29.59703627,2.95681117,3.29612,12.4696,2.85143878,2.61684143,,4.55836465,11.0525744,6.78846409,1262730.29,109692942.3,1038416000,,319161000,636423000,636423000,304318000,146586000
MBUU,"Malibu Boats, Inc.",69.085,-0.83967274,-0.585,211799,14632133.92,1443909498,11.95864387,5.9654,2645,Consumer Durables,-10.68519716,United States,1.14409619,0.31247161,0,0,,194706000,9.4132,1553700000,0.02870676,100810000,24.05918663,229230000,61832000,Recreational Products,926515000,52.76093356,91362000,109841000,11.65199369,15.82001896,3.93238794,3.36319,15.3099,1.39583167,1.59740638,0.39208971,17.26442723,34.11634475,25.84303987,350289.225,20488509.34,770279000,231501000,136197000,361630000,334409000,926515000,20900500
HY,"Hyster-Yale Materials Handling, Inc.",37.8456,-1.13479624,-0.4344,407601,15425904.41,638436497.7,,-10.2833,,Producer Manufacturing,-56.38400369,United States,1.22216187,1.54426743,-21600000,1.285,3.5903144,-42000000,,1243110000,-1.51515152,112300000,11.95500211,367700000,61700000,Trucks/Construction/Farm Machinery,3075700000,23.14686059,525800000,-173000000,-5.62473583,-2.86763989,1.69305677,1.93667,,0.19654786,0.19646609,0.51511859,-9.03488615,-35.52361396,-22.23936239,,8082725.952,1970100000,1350000000,591300000,1587200000,1587200000,3075700000,16824794
HLLY,Holley Inc.,13.46,3.77794911,0.49,780836,10510052.56,1588187731,,-0.4966,,Producer Manufacturing,34.46553447,United States,2.78176162,1.80075229,0,0,,27367060,,1819740000,-1.07941403,381860000,38.60702811,0,61645000,Auto Parts: OEM,0,62.40124945,521995000,-4443894,-28.9923287,13.11371428,1.81027839,4.42116,,8.69328591,,1.16384615,,,,,35898544.3,1136686000,282563000,575922000,26063873,816863000,0,117993000
NBEV,"NewAge, Inc.",0.6551,-3.20626478,-0.0217,1313865,860712.9615,96177030.68,,-0.0772,1127,Consumer Non-Durables,-75.46441948,United States,1.41689415,0.29650891,0,0,,1972000,,217489000,0.84219858,54621000,63.8798452,168974000,61601000,Beverages: Alcoholic,279471000,34.672982,7028000,-39344000,-1.62354135,-5.5138067,0.47338874,0.918759,,0.2358665,0.23605124,0.91718554,-2.27747831,-4.63769623,-3.41123662,247977.8172,130533493.7,405650000,138585000,65857000,298928000,183542000,279471000,146813000
WTI,"W&T Offshore, Inc.",5.143,5.82304527,0.283,16613462,85443035.07,732194848.4,,-0.6976,303,Energy Minerals,35.69920844,United States,1.00740179,-2.54104059,0,0,,243670000,7.34096,1026170000,1.64609053,0,36.74494888,42546000,61572000,Oil & Gas Production,346634000,72.69415741,496823000,37353000,-20.36603314,27.3504677,,,3.51512,1.58312565,2.21441417,1.00740179,-9.04923601,,-23.46043621,1144006.601,92648742.06,1243346000,382584000,754407000,1148868000,1540235000,346634000,142367000
CAPL,CrossAmerica Partners LP,20.81,3.37804272,0.68,134007,2788685.67,788526304.2,37.52407634,0.5715,,Distribution Services,15.86859688,United States,0.6486973,17.62005375,-79693000,2.1,9.799346,183905000,8.35212,1711530000,2.73224044,100464000,5.77776015,206801000,61440000,Wholesale Distributors,3579259000,44.23431918,988907000,21654000,0.60498556,3.17811592,14.35913242,12.7711,,0.22699549,0.22682258,0.36741107,1.78863924,26.05368595,2.42528234,,18122842.28,1339289000,106315000,996555000,1282731000,1282731000,3579259000,37891700
